kargo_id,satis_id,alici_adi,sehir,kargo_durumu,kargoya_verilis_tarihi,teslimat_tarihi
KRG-2466,2466,Cemre Y.,Balıkesir,Teslim Edildi,2025-09-05,2025-09-08
KRG-2467,2467,Ahmet Y.,Samsun,Teslim Edildi,2025-09-05,2025-09-08
KRG-2468,2468,Cemre Y.,İstanbul,Teslim Edildi,2025-09-05,2025-09-07
KRG-2469,2469,Elif S.,Eskişehir,Teslim Edildi,2025-09-07,2025-09-09
KRG-2470,2470,Fatma A.,Antalya,Teslim Edildi,2025-09-06,2025-09-08
KRG-2472,2472,Ahmet Y.,Adana,Teslim Edildi,2025-09-06,2025-09-07
KRG-2473,2473,Cemre Y.,Adana,Teslim Edildi,2025-09-07,2025-09-09
KRG-2474,2474,Zeynep C.,Samsun,Teslim Edildi,2025-09-06,2025-09-09
KRG-2475,2475,Burak T.,Balıkesir,Teslim Edildi,2025-09-06,2025-09-08
KRG-2476,2476,Fatma A.,Balıkesir,Teslim Edildi,2025-09-07,2025-09-09
KRG-2477,2477,Elif S.,İzmir,Teslim Edildi,2025-09-06,2025-09-09
KRG-2478,2478,Fatma A.,Kocaeli,Teslim Edildi,2025-09-06,2025-09-07
KRG-2479,2479,Ali M.,Bursa,İade Teslim Alındı,2025-09-07,2025-09-10
KRG-2480,2480,Burak T.,Bursa,Teslim Edildi,2025-09-06,2025-09-09
KRG-2481,2481,Cemre Y.,Ankara,İade Teslim Alındı,2025-09-06,2025-09-09
KRG-2482,2482,Ali M.,Kocaeli,Teslim Edildi,2025-09-06,2025-09-08
KRG-2483,2483,Caner B.,Adana,Teslim Edildi,2025-09-07,2025-09-08
KRG-2484,2484,Elif S.,Bursa,Teslim Edildi,2025-09-07,2025-09-08
KRG-2485,2485,Zeynep C.,Adana,Teslim Edildi,2025-09-07,2025-09-10
KRG-2486,2486,Ali M.,İzmir,Teslim Edildi,2025-09-07,2025-09-10
KRG-2487,2487,Zeynep C.,Antalya,Teslim Edildi,2025-09-07,2025-09-10
KRG-2488,2488,Burak T.,Samsun,Teslim Edildi,2025-09-07,2025-09-10
KRG-2489,2489,Elif S.,Kocaeli,Teslim Edildi,2025-09-07,2025-09-10
KRG-2490,2490,Caner B.,Eskişehir,Teslim Edildi,2025-09-06,2025-09-08
KRG-2491,2491,Fatma A.,Eskişehir,Teslim Edildi,2025-09-08,2025-09-10
KRG-2492,2492,Caner B.,Samsun,Teslim Edildi,2025-09-07,2025-09-10
KRG-2493,2493,Fatma A.,İstanbul,Teslim Edildi,2025-09-08,2025-09-11
KRG-2494,2494,Zeynep C.,Adana,Teslim Edildi,2025-09-07,2025-09-10
KRG-2495,2495,Fatma A.,İzmir,Teslim Edildi,2025-09-07,2025-09-09
KRG-2496,2496,Ali M.,İzmir,Teslim Edildi,2025-09-07,2025-09-08
KRG-2497,2497,Zeynep C.,İstanbul,Teslim Edildi,2025-09-08,2025-09-09
KRG-2498,2498,Cemre Y.,Antalya,Teslim Edildi,2025-09-07,2025-09-09
KRG-2500,2500,Burak T.,İzmir,Teslim Edildi,2025-09-07,2025-09-10
KRG-2501,2501,Ayşe K.,Adana,Teslim Edildi,2025-09-08,2025-09-10
KRG-2502,2502,Caner B.,Kocaeli,Teslim Edildi,2025-09-07,2025-09-10
KRG-2503,2503,Elif S.,Balıkesir,Teslim Edildi,2025-09-08,2025-09-10
KRG-2504,2504,Fatma A.,Eskişehir,Teslim Edildi,2025-09-07,2025-09-09
KRG-2505,2505,Caner B.,Kocaeli,Teslim Edildi,2025-09-07,2025-09-10
KRG-2506,2506,Zeynep C.,Adana,Teslim Edildi,2025-09-07,2025-09-09
KRG-2507,2507,Burak T.,Kocaeli,Teslim Edildi,2025-09-09,2025-09-10
KRG-2508,2508,Elif S.,Kocaeli,İade Teslim Alındı,2025-09-08,2025-09-10
KRG-2509,2509,Cemre Y.,İstanbul,Teslim Edildi,2025-09-09,2025-09-12
KRG-2510,2510,Fatma A.,Antalya,Teslim Edildi,2025-09-08,2025-09-10
KRG-2511,2511,Elif S.,Ankara,Teslim Edildi,2025-09-08,2025-09-10
KRG-2512,2512,Burak T.,İstanbul,Teslim Edildi,2025-09-08,2025-09-09
KRG-2513,2513,Caner B.,Ankara,Teslim Edildi,2025-09-09,2025-09-12
KRG-2514,2514,Fatma A.,İzmir,Teslim Edildi,2025-09-09,2025-09-11
KRG-2515,2515,Burak T.,İstanbul,Teslim Edildi,2025-09-09,2025-09-11
KRG-2516,2516,Zeynep C.,Eskişehir,Teslim Edildi,2025-09-09,2025-09-11
KRG-2517,2517,Mehmet D.,Antalya,Teslim Edildi,2025-09-09,2025-09-10
KRG-2518,2518,Ali M.,Balıkesir,Teslim Edildi,2025-09-09,2025-09-10
KRG-2519,2519,Mehmet D.,Kocaeli,Teslim Edildi,2025-09-10,2025-09-11
KRG-2520,2520,Fatma A.,Antalya,Teslim Edildi,2025-09-10,2025-09-11
KRG-2521,2521,Fatma A.,Adana,Teslim Edildi,2025-09-10,2025-09-11
KRG-2522,2522,Mehmet D.,Samsun,Teslim Edildi,2025-09-10,2025-09-13
KRG-2523,2523,Zeynep C.,Kocaeli,Teslim Edildi,2025-09-10,2025-09-13
KRG-2524,2524,Cemre Y.,Balıkesir,Teslim Edildi,2025-09-09,2025-09-12
KRG-2525,2525,Elif S.,İzmir,Teslim Edildi,2025-09-09,2025-09-11
KRG-2526,2526,Fatma A.,İstanbul,Teslim Edildi,2025-09-10,2025-09-13
KRG-2527,2527,Fatma A.,Ankara,Teslim Edildi,2025-09-10,2025-09-13
KRG-2528,2528,Mehmet D.,İstanbul,Teslim Edildi,2025-09-11,2025-09-14
KRG-2529,2529,Mehmet D.,Ankara,Teslim Edildi,2025-09-10,2025-09-12
KRG-2530,2530,Ayşe K.,İstanbul,Teslim Edildi,2025-09-10,2025-09-13
KRG-2531,2531,Zeynep C.,Ankara,Teslim Edildi,2025-09-10,2025-09-12
KRG-2532,2532,Caner B.,Kocaeli,Teslim Edildi,2025-09-11,2025-09-13
KRG-2533,2533,Cemre Y.,Bursa,Teslim Edildi,2025-09-12,2025-09-14
KRG-2534,2534,Fatma A.,Eskişehir,Teslim Edildi,2025-09-11,2025-09-13
KRG-2535,2535,Caner B.,Antalya,Teslim Edildi,2025-09-11,2025-09-12
KRG-2536,2536,Elif S.,Samsun,Teslim Edildi,2025-09-11,2025-09-14
KRG-2537,2537,Zeynep C.,İzmir,Teslim Edildi,2025-09-12,2025-09-15
KRG-2538,2538,Fatma A.,Eskişehir,İade Teslim Alındı,2025-09-12,2025-09-13
KRG-2539,2539,Ayşe K.,Ankara,Teslim Edildi,2025-09-11,2025-09-12
KRG-2540,2540,Zeynep C.,Balıkesir,Teslim Edildi,2025-09-12,2025-09-13
KRG-2542,2542,Caner B.,Adana,Teslim Edildi,2025-09-13,2025-09-16
KRG-2543,2543,Elif S.,İzmir,Teslim Edildi,2025-09-13,2025-09-16
KRG-2544,2544,Mehmet D.,Antalya,Teslim Edildi,2025-09-12,2025-09-14
KRG-2545,2545,Zeynep C.,İzmir,Teslim Edildi,2025-09-13,2025-09-15
KRG-2546,2546,Mehmet D.,Antalya,Teslim Edildi,2025-09-13,2025-09-16
KRG-2547,2547,Zeynep C.,Antalya,Teslim Edildi,2025-09-12,2025-09-13
KRG-2549,2549,Ali M.,Balıkesir,Teslim Edildi,2025-09-13,2025-09-14
KRG-2550,2550,Zeynep C.,İzmir,Teslim Edildi,2025-09-13,2025-09-16
KRG-2552,2552,Ahmet Y.,Bursa,Teslim Edildi,2025-09-12,2025-09-15
KRG-2553,2553,Zeynep C.,Eskişehir,Teslim Edildi,2025-09-13,2025-09-14
KRG-2554,2554,Ahmet Y.,Kocaeli,Teslim Edildi,2025-09-13,2025-09-16
KRG-2555,2555,Zeynep C.,Kocaeli,Teslim Edildi,2025-09-14,2025-09-15
KRG-2556,2556,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-14,2025-09-16
KRG-2557,2557,Mehmet D.,Adana,Teslim Edildi,2025-09-13,2025-09-16
KRG-2558,2558,Cemre Y.,Bursa,Teslim Edildi,2025-09-14,2025-09-17
KRG-2559,2559,Cemre Y.,İzmir,İade Teslim Alındı,2025-09-14,2025-09-16
KRG-2560,2560,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-14,2025-09-15
KRG-2561,2561,Ayşe K.,Eskişehir,Teslim Edildi,2025-09-13,2025-09-15
KRG-2563,2563,Zeynep C.,Kocaeli,Teslim Edildi,2025-09-15,2025-09-18
KRG-2564,2564,Ahmet Y.,Balıkesir,Teslim Edildi,2025-09-15,2025-09-17
KRG-2565,2565,Elif S.,Samsun,Teslim Edildi,2025-09-15,2025-09-17
KRG-2566,2566,Caner B.,Balıkesir,Teslim Edildi,2025-09-14,2025-09-17
KRG-2567,2567,Cemre Y.,Eskişehir,Teslim Edildi,2025-09-14,2025-09-17
KRG-2568,2568,Burak T.,Ankara,Teslim Edildi,2025-09-15,2025-09-18
KRG-2569,2569,Burak T.,Antalya,Teslim Edildi,2025-09-15,2025-09-16
KRG-2570,2570,Ayşe K.,Antalya,İade Teslim Alındı,2025-09-15,2025-09-16
KRG-2571,2571,Cemre Y.,İzmir,Teslim Edildi,2025-09-15,2025-09-16
KRG-2572,2572,Ali M.,Bursa,Teslim Edildi,2025-09-15,2025-09-17
KRG-2573,2573,Caner B.,Samsun,Teslim Edildi,2025-09-15,2025-09-17
KRG-2574,2574,Elif S.,Samsun,Teslim Edildi,2025-09-15,2025-09-18
KRG-2575,2575,Ahmet Y.,Adana,Teslim Edildi,2025-09-14,2025-09-17
KRG-2576,2576,Mehmet D.,Kocaeli,Teslim Edildi,2025-09-15,2025-09-17
KRG-2577,2577,Caner B.,Kocaeli,Teslim Edildi,2025-09-14,2025-09-15
KRG-2578,2578,Mehmet D.,İzmir,Teslim Edildi,2025-09-15,2025-09-18
KRG-2579,2579,Ali M.,Eskişehir,Teslim Edildi,2025-09-16,2025-09-17
KRG-2580,2580,Ahmet Y.,Adana,Teslim Edildi,2025-09-15,2025-09-16
KRG-2581,2581,Zeynep C.,Samsun,Teslim Edildi,2025-09-16,2025-09-18
KRG-2582,2582,Ayşe K.,Adana,Teslim Edildi,2025-09-15,2025-09-17
KRG-2583,2583,Mehmet D.,İzmir,Teslim Edildi,2025-09-15,2025-09-18
KRG-2584,2584,Caner B.,Balıkesir,Teslim Edildi,2025-09-15,2025-09-18
KRG-2585,2585,Zeynep C.,Samsun,Teslim Edildi,2025-09-16,2025-09-17
KRG-2586,2586,Fatma A.,İzmir,Teslim Edildi,2025-09-16,2025-09-17
KRG-2587,2587,Ayşe K.,Eskişehir,İade Teslim Alındı,2025-09-16,2025-09-18
KRG-2588,2588,Ahmet Y.,İzmir,Teslim Edildi,2025-09-15,2025-09-17
KRG-2589,2589,Cemre Y.,Kocaeli,Teslim Edildi,2025-09-16,2025-09-17
KRG-2590,2590,Elif S.,Eskişehir,Teslim Edildi,2025-09-17,2025-09-20
KRG-2591,2591,Ahmet Y.,Bursa,Teslim Edildi,2025-09-17,2025-09-20
KRG-2592,2592,Ahmet Y.,Bursa,Teslim Edildi,2025-09-16,2025-09-18
KRG-2593,2593,Burak T.,Adana,Teslim Edildi,2025-09-16,2025-09-19
KRG-2594,2594,Mehmet D.,Kocaeli,Teslim Edildi,2025-09-16,2025-09-17
KRG-2595,2595,Zeynep C.,Kocaeli,Teslim Edildi,2025-09-16,2025-09-18
KRG-2596,2596,Fatma A.,Bursa,Teslim Edildi,2025-09-16,2025-09-17
KRG-2597,2597,Ahmet Y.,Balıkesir,Teslim Edildi,2025-09-16,2025-09-19
KRG-2598,2598,Burak T.,Eskişehir,Teslim Edildi,2025-09-17,2025-09-18
KRG-2599,2599,Ali M.,Antalya,Teslim Edildi,2025-09-16,2025-09-19
KRG-2600,2600,Cemre Y.,Samsun,Teslim Edildi,2025-09-17,2025-09-18
KRG-2602,2602,Burak T.,Samsun,Teslim Edildi,2025-09-17,2025-09-20
KRG-2603,2603,Burak T.,Kocaeli,Teslim Edildi,2025-09-16,2025-09-18
KRG-2605,2605,Caner B.,Bursa,Teslim Edildi,2025-09-17,2025-09-18
KRG-2606,2606,Fatma A.,Samsun,Teslim Edildi,2025-09-18,2025-09-19
KRG-2607,2607,Zeynep C.,İzmir,Teslim Edildi,2025-09-17,2025-09-18
KRG-2608,2608,Burak T.,Balıkesir,Teslim Edildi,2025-09-18,2025-09-20
KRG-2609,2609,Cemre Y.,Bursa,Teslim Edildi,2025-09-18,2025-09-19
KRG-2610,2610,Mehmet D.,İzmir,Teslim Edildi,2025-09-19,2025-09-20
KRG-2611,2611,Burak T.,Kocaeli,Teslim Edildi,2025-09-18,2025-09-19
KRG-2612,2612,Ahmet Y.,Balıkesir,Teslim Edildi,2025-09-18,2025-09-21
KRG-2613,2613,Mehmet D.,Adana,Teslim Edildi,2025-09-18,2025-09-20
KRG-2614,2614,Ayşe K.,Samsun,Teslim Edildi,2025-09-19,2025-09-22
KRG-2615,2615,Caner B.,Balıkesir,Teslim Edildi,2025-09-18,2025-09-21
KRG-2616,2616,Caner B.,İzmir,Teslim Edildi,2025-09-18,2025-09-20
KRG-2617,2617,Ayşe K.,İstanbul,Teslim Edildi,2025-09-19,2025-09-20
KRG-2618,2618,Ayşe K.,Ankara,Teslim Edildi,2025-09-18,2025-09-19
KRG-2619,2619,Ali M.,İstanbul,Teslim Edildi,2025-09-19,2025-09-20
KRG-2620,2620,Fatma A.,Balıkesir,Teslim Edildi,2025-09-20,2025-09-22
KRG-2621,2621,Ali M.,Kocaeli,Teslim Edildi,2025-09-20,2025-09-22
KRG-2622,2622,Elif S.,Balıkesir,Teslim Edildi,2025-09-19,2025-09-20
KRG-2623,2623,Zeynep C.,Eskişehir,Teslim Edildi,2025-09-20,2025-09-23
KRG-2624,2624,Elif S.,Antalya,Teslim Edildi,2025-09-19,2025-09-20
KRG-2625,2625,Burak T.,Balıkesir,Teslim Edildi,2025-09-20,2025-09-23
KRG-2626,2626,Burak T.,Bursa,Teslim Edildi,2025-09-19,2025-09-22
KRG-2627,2627,Zeynep C.,Adana,Teslim Edildi,2025-09-20,2025-09-21
KRG-2628,2628,Zeynep C.,İzmir,Teslim Edildi,2025-09-19,2025-09-22
KRG-2629,2629,Ayşe K.,Ankara,Teslim Edildi,2025-09-20,2025-09-22
KRG-2630,2630,Burak T.,İstanbul,Teslim Edildi,2025-09-19,2025-09-20
KRG-2631,2631,Mehmet D.,Samsun,Teslim Edildi,2025-09-20,2025-09-22
KRG-2632,2632,Ali M.,Antalya,Teslim Edildi,2025-09-19,2025-09-20
KRG-2633,2633,Caner B.,Balıkesir,Teslim Edildi,2025-09-21,2025-09-24
KRG-2634,2634,Ali M.,Samsun,Teslim Edildi,2025-09-20,2025-09-23
KRG-2635,2635,Fatma A.,Adana,Teslim Edildi,2025-09-20,2025-09-22
KRG-2636,2636,Elif S.,Eskişehir,Teslim Edildi,2025-09-21,2025-09-22
KRG-2637,2637,Ahmet Y.,Adana,Teslim Edildi,2025-09-21,2025-09-24
KRG-2638,2638,Mehmet D.,Adana,Teslim Edildi,2025-09-21,2025-09-23
KRG-2639,2639,Ali M.,Adana,Teslim Edildi,2025-09-20,2025-09-22
KRG-2640,2640,Mehmet D.,İstanbul,Teslim Edildi,2025-09-20,2025-09-21
KRG-2641,2641,Caner B.,Bursa,Teslim Edildi,2025-09-20,2025-09-21
KRG-2642,2642,Ali M.,Ankara,Teslim Edildi,2025-09-21,2025-09-22
KRG-2643,2643,Ali M.,Balıkesir,Teslim Edildi,2025-09-20,2025-09-21
KRG-2644,2644,Zeynep C.,Antalya,Teslim Edildi,2025-09-21,2025-09-24
KRG-2645,2645,Fatma A.,Samsun,Teslim Edildi,2025-09-21,2025-09-24
KRG-2646,2646,Ali M.,Samsun,Teslim Edildi,2025-09-21,2025-09-23
KRG-2647,2647,Cemre Y.,İzmir,Teslim Edildi,2025-09-21,2025-09-22
KRG-2648,2648,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-20,2025-09-22
KRG-2649,2649,Zeynep C.,Ankara,Teslim Edildi,2025-09-21,2025-09-23
KRG-2650,2650,Ayşe K.,Ankara,Teslim Edildi,2025-09-21,2025-09-24
KRG-2651,2651,Fatma A.,Kocaeli,Teslim Edildi,2025-09-21,2025-09-22
KRG-2652,2652,Cemre Y.,Adana,Teslim Edildi,2025-09-22,2025-09-24
KRG-2653,2653,Cemre Y.,Kocaeli,Teslim Edildi,2025-09-21,2025-09-23
KRG-2654,2654,Zeynep C.,Eskişehir,İade Teslim Alındı,2025-09-22,2025-09-25
KRG-2655,2655,Zeynep C.,Kocaeli,Teslim Edildi,2025-09-21,2025-09-22
KRG-2656,2656,Ayşe K.,Bursa,Teslim Edildi,2025-09-21,2025-09-22
KRG-2657,2657,Ali M.,Balıkesir,Teslim Edildi,2025-09-22,2025-09-23
KRG-2658,2658,Ayşe K.,Ankara,Teslim Edildi,2025-09-22,2025-09-25
KRG-2659,2659,Mehmet D.,Ankara,Teslim Edildi,2025-09-21,2025-09-23
KRG-2660,2660,Caner B.,Kocaeli,İade Teslim Alındı,2025-09-21,2025-09-22
KRG-2661,2661,Burak T.,İstanbul,Teslim Edildi,2025-09-21,2025-09-24
KRG-2662,2662,Fatma A.,İzmir,Teslim Edildi,2025-09-21,2025-09-24
KRG-2663,2663,Ali M.,Balıkesir,Teslim Edildi,2025-09-21,2025-09-22
KRG-2664,2664,Cemre Y.,Antalya,Teslim Edildi,2025-09-22,2025-09-24
KRG-2666,2666,Mehmet D.,İzmir,Teslim Edildi,2025-09-22,2025-09-23
KRG-2667,2667,Zeynep C.,İzmir,Teslim Edildi,2025-09-22,2025-09-23
KRG-2668,2668,Burak T.,Eskişehir,Teslim Edildi,2025-09-23,2025-09-26
KRG-2669,2669,Ahmet Y.,Kocaeli,Teslim Edildi,2025-09-22,2025-09-23
KRG-2670,2670,Ahmet Y.,Samsun,Teslim Edildi,2025-09-23,2025-09-25
KRG-2671,2671,Ali M.,Ankara,Teslim Edildi,2025-09-23,2025-09-26
KRG-2672,2672,Ali M.,Samsun,Teslim Edildi,2025-09-22,2025-09-24
KRG-2673,2673,Fatma A.,Kocaeli,İade Teslim Alındı,2025-09-22,2025-09-24
KRG-2674,2674,Ali M.,İzmir,Teslim Edildi,2025-09-23,2025-09-26
KRG-2675,2675,Fatma A.,Samsun,Teslim Edildi,2025-09-23,2025-09-24
KRG-2676,2676,Elif S.,Eskişehir,Teslim Edildi,2025-09-23,2025-09-26
KRG-2677,2677,Elif S.,Eskişehir,Teslim Edildi,2025-09-22,2025-09-24
KRG-2678,2678,Burak T.,Antalya,Teslim Edildi,2025-09-23,2025-09-25
KRG-2679,2679,Mehmet D.,Antalya,İade Teslim Alındı,2025-09-23,2025-09-26
KRG-2680,2680,Mehmet D.,Antalya,Teslim Edildi,2025-09-23,2025-09-24
KRG-2681,2681,Cemre Y.,Balıkesir,Teslim Edildi,2025-09-23,2025-09-24
KRG-2682,2682,Burak T.,Ankara,Teslim Edildi,2025-09-23,2025-09-24
KRG-2683,2683,Caner B.,Eskişehir,Teslim Edildi,2025-09-23,2025-09-25
KRG-2684,2684,Fatma A.,Bursa,Teslim Edildi,2025-09-24,2025-09-26
KRG-2685,2685,Burak T.,Ankara,Teslim Edildi,2025-09-24,2025-09-25
KRG-2686,2686,Burak T.,Ankara,Teslim Edildi,2025-09-24,2025-09-27
KRG-2687,2687,Ahmet Y.,Antalya,Teslim Edildi,2025-09-25,2025-09-26
KRG-2688,2688,Fatma A.,Adana,Teslim Edildi,2025-09-25,2025-09-26
KRG-2689,2689,Burak T.,Kocaeli,Teslim Edildi,2025-09-25,2025-09-28
KRG-2690,2690,Mehmet D.,Balıkesir,Teslim Edildi,2025-09-25,2025-09-27
KRG-2691,2691,Ali M.,Eskişehir,Teslim Edildi,2025-09-24,2025-09-27
KRG-2692,2692,Ahmet Y.,Kocaeli,Teslim Edildi,2025-09-25,2025-09-26
KRG-2693,2693,Mehmet D.,İstanbul,Teslim Edildi,2025-09-24,2025-09-25
KRG-2695,2695,Elif S.,Bursa,Teslim Edildi,2025-09-24,2025-09-27
KRG-2696,2696,Mehmet D.,Adana,Teslim Edildi,2025-09-24,2025-09-26
KRG-2697,2697,Ayşe K.,İzmir,Teslim Edildi,2025-09-24,2025-09-26
KRG-2698,2698,Fatma A.,Samsun,İade Teslim Alındı,2025-09-25,2025-09-27
KRG-2699,2699,Elif S.,Antalya,Teslim Edildi,2025-09-26,2025-09-27
KRG-2700,2700,Fatma A.,Balıkesir,Teslim Edildi,2025-09-26,2025-09-27
KRG-2701,2701,Elif S.,İstanbul,Teslim Edildi,2025-09-26,2025-09-27
KRG-2702,2702,Cemre Y.,Kocaeli,Teslim Edildi,2025-09-26,2025-09-29
KRG-2703,2703,Burak T.,Adana,Teslim Edildi,2025-09-26,2025-09-29
KRG-2704,2704,Ali M.,Ankara,Teslim Edildi,2025-09-25,2025-09-27
KRG-2705,2705,Ali M.,İstanbul,Teslim Edildi,2025-09-26,2025-09-29
KRG-2706,2706,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-26,2025-09-27
KRG-2707,2707,Elif S.,Eskişehir,Teslim Edildi,2025-09-25,2025-09-26
KRG-2708,2708,Ahmet Y.,Ankara,Teslim Edildi,2025-09-25,2025-09-27
KRG-2710,2710,Elif S.,Bursa,Teslim Edildi,2025-09-25,2025-09-26
KRG-2711,2711,Fatma A.,Bursa,Teslim Edildi,2025-09-26,2025-09-29
KRG-2712,2712,Cemre Y.,Bursa,Teslim Edildi,2025-09-26,2025-09-28
KRG-2713,2713,Burak T.,Ankara,İade Teslim Alındı,2025-09-26,2025-09-29
KRG-2714,2714,Mehmet D.,Adana,Teslim Edildi,2025-09-27,2025-09-30
KRG-2715,2715,Cemre Y.,Samsun,Teslim Edildi,2025-09-27,2025-09-28
KRG-2716,2716,Ayşe K.,İzmir,Teslim Edildi,2025-09-26,2025-09-29
KRG-2717,2717,Ali M.,Antalya,Teslim Edildi,2025-09-26,2025-09-28
KRG-2718,2718,Ali M.,Samsun,Teslim Edildi,2025-09-27,2025-09-28
KRG-2719,2719,Ahmet Y.,Eskişehir,Teslim Edildi,2025-09-26,2025-09-29
KRG-2721,2721,Caner B.,Ankara,Teslim Edildi,2025-09-27,2025-09-28
KRG-2722,2722,Ali M.,İstanbul,Teslim Edildi,2025-09-26,2025-09-27
KRG-2723,2723,Burak T.,Adana,Teslim Edildi,2025-09-27,2025-09-30
KRG-2724,2724,Ayşe K.,Samsun,Teslim Edildi,2025-09-28,2025-09-30
KRG-2725,2725,Burak T.,Ankara,İade Teslim Alındı,2025-09-27,2025-09-30
KRG-2726,2726,Caner B.,Ankara,Teslim Edildi,2025-09-27,2025-09-30
KRG-2727,2727,Burak T.,İstanbul,Teslim Edildi,2025-09-27,2025-09-30
KRG-2728,2728,Caner B.,Bursa,Teslim Edildi,2025-09-28,2025-09-29
KRG-2729,2729,Ahmet Y.,Balıkesir,Teslim Edildi,2025-09-27,2025-09-29
KRG-2730,2730,Cemre Y.,Samsun,Teslim Edildi,2025-09-27,2025-09-28
KRG-2731,2731,Cemre Y.,Ankara,Teslim Edildi,2025-09-28,2025-09-30
KRG-2732,2732,Burak T.,Balıkesir,Teslim Edildi,2025-09-28,2025-09-30
KRG-2733,2733,Ahmet Y.,Kocaeli,Teslim Edildi,2025-09-28,2025-09-30
KRG-2734,2734,Ayşe K.,Ankara,Teslim Edildi,2025-09-28,2025-09-30
KRG-2735,2735,Burak T.,Eskişehir,Teslim Edildi,2025-09-27,2025-09-28
KRG-2736,2736,Cemre Y.,Samsun,Teslim Edildi,2025-09-27,2025-09-28
KRG-2737,2737,Cemre Y.,Samsun,Teslim Edildi,2025-09-27,2025-09-28
KRG-2738,2738,Ahmet Y.,Kocaeli,Teslim Edildi,2025-09-27,2025-09-28
KRG-2739,2739,Ayşe K.,İstanbul,Teslim Edildi,2025-09-28,2025-09-30
KRG-2740,2740,Cemre Y.,İzmir,Teslim Edildi,2025-09-28,2025-09-30
KRG-2741,2741,Zeynep C.,Samsun,Teslim Edildi,2025-09-27,2025-09-30
KRG-2742,2742,Ahmet Y.,İzmir,Teslim Edildi,2025-09-29,2025-09-30
KRG-2743,2743,Elif S.,Antalya,Teslim Edildi,2025-09-29,2025-10-01
KRG-2744,2744,Mehmet D.,Kocaeli,Teslim Edildi,2025-09-29,2025-10-01
KRG-2745,2745,Ahmet Y.,Adana,Teslim Edildi,2025-09-28,2025-09-29
KRG-2746,2746,Fatma A.,Adana,Teslim Edildi,2025-09-28,2025-10-01
KRG-2747,2747,Burak T.,Balıkesir,Teslim Edildi,2025-09-29,2025-10-02
KRG-2748,2748,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-28,2025-09-29
KRG-2749,2749,Zeynep C.,Samsun,Teslim Edildi,2025-09-29,2025-09-30
KRG-2750,2750,Elif S.,Samsun,Teslim Edildi,2025-09-28,2025-10-01
KRG-2751,2751,Zeynep C.,İstanbul,Teslim Edildi,2025-09-28,2025-09-30
KRG-2753,2753,Fatma A.,Bursa,Teslim Edildi,2025-09-29,2025-10-02
KRG-2754,2754,Burak T.,Bursa,Teslim Edildi,2025-09-28,2025-10-01
KRG-2755,2755,Elif S.,İstanbul,Teslim Edildi,2025-09-29,2025-10-01
KRG-2756,2756,Mehmet D.,Antalya,Teslim Edildi,2025-09-28,2025-09-29
KRG-2757,2757,Ahmet Y.,İstanbul,Teslim Edildi,2025-09-29,2025-10-01
KRG-2758,2758,Caner B.,İzmir,Teslim Edildi,2025-09-28,2025-09-29
KRG-2759,2759,Fatma A.,İstanbul,Teslim Edildi,2025-09-29,2025-09-30
KRG-2761,2761,Ayşe K.,Balıkesir,Teslim Edildi,2025-09-29,2025-09-30
KRG-2762,2762,Elif S.,Balıkesir,Teslim Edildi,2025-09-29,2025-09-30
KRG-2764,2764,Ayşe K.,İzmir,Teslim Edildi,2025-09-29,2025-09-30
KRG-2765,2765,Fatma A.,Adana,Teslim Edildi,2025-09-29,2025-10-01
KRG-2766,2766,Burak T.,Bursa,Teslim Edildi,2025-09-30,2025-10-03
KRG-2767,2767,Caner B.,İzmir,Teslim Edildi,2025-09-30,2025-10-03
KRG-2768,2768,Mehmet D.,Adana,Teslim Edildi,2025-10-01,2025-10-02
KRG-2769,2769,Ayşe K.,Kocaeli,Teslim Edildi,2025-09-30,2025-10-01
KRG-2770,2770,Ali M.,Eskişehir,Teslim Edildi,2025-09-30,2025-10-03
KRG-2771,2771,Elif S.,Kocaeli,Teslim Edildi,2025-10-01,2025-10-02
KRG-2772,2772,Ali M.,Kocaeli,Teslim Edildi,2025-10-01,2025-10-03
KRG-2773,2773,Cemre Y.,Eskişehir,Teslim Edildi,2025-10-01,2025-10-02
KRG-2774,2774,Ahmet Y.,Bursa,Teslim Edildi,2025-10-02,2025-10-03
KRG-2775,2775,Burak T.,Bursa,Teslim Edildi,2025-10-01,2025-10-04
KRG-2776,2776,Mehmet D.,Balıkesir,Teslim Edildi,2025-10-02,2025-10-05
KRG-2777,2777,Caner B.,Kocaeli,Teslim Edildi,2025-10-02,2025-10-04
KRG-2778,2778,Zeynep C.,Adana,Teslim Edildi,2025-10-01,2025-10-03
KRG-2779,2779,Burak T.,Eskişehir,Teslim Edildi,2025-10-02,2025-10-03
KRG-2780,2780,Burak T.,İstanbul,Teslim Edildi,2025-10-02,2025-10-03
KRG-2781,2781,Ayşe K.,Balıkesir,Teslim Edildi,2025-10-01,2025-10-03
KRG-2782,2782,Ali M.,Adana,Teslim Edildi,2025-10-02,2025-10-04
KRG-2783,2783,Ayşe K.,Ankara,Teslim Edildi,2025-10-01,2025-10-02
